gid,name,project_gid,section_gid,assignee_gid,completed,due_on,notes,created_at,modified_at
t1260,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1261,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1262,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1263,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1264,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1265,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1266,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1267,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1268,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1269,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1270,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1271,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1272,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1273,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1274,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1275,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1276,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1277,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1278,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1279,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1280,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1281,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1282,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1283,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1284,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1285,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1286,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1287,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1288,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1289,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1290,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1291,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1292,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1293,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1294,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1295,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1296,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1297,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1298,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1299,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1300,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1301,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1302,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1303,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1304,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1305,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1306,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1307,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1308,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1309,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1310,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1311,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1312,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1313,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1314,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1315,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1316,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1317,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1318,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1319,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1320,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1321,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1322,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1323,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1324,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1325,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1326,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1327,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1328,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1329,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1330,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
